"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000119042",239.04445937625,-0.988039790357399,0.120668308543165,-8.18806364559229,2.65462439783138e-16,1.55500216117801e-15,"23314","23314","23314"
"ENSG00000129925",2332.8649248387,0.428961984953877,0.052394806444618,8.18710887704672,2.6757609087772e-16,1.56676059887002e-15,"58986","58986","58986"
"ENSG00000180891",638.798013833243,-0.683284287847604,0.0834610725696035,-8.18686205209943,2.68125201039985e-16,1.56935234826342e-15,"404093","404093","404093"
"ENSG00000174839",283.331998459571,0.962672696212442,0.117605798568555,8.18558870336039,2.70975707737921e-16,1.58540689981798e-15,"201627","201627","201627"
"ENSG00000146247",1094.90516231246,0.517384872567062,0.0632250142165803,8.18323062442873,2.76333579475937e-16,1.6161128152049e-15,"55023","55023","55023"
"ENSG00000197785",708.708441641375,-0.664367837986054,0.0811918784372554,-8.18268835225279,2.77580386150911e-16,1.62276070253555e-15,"55210","55210","55210"
"ENSG00000128016",324.967830886991,0.917382192138083,0.112196988173696,8.17653135855888,2.92131522183512e-16,1.70715082233965e-15,"7538","7538","7538"
"ENSG00000196639",252.575118263415,-1.06831129082924,0.130678300155371,-8.17512386952586,2.95562067315401e-16,1.7265135743537e-15,"3269","3269","3269"
"ENSG00000160584",724.465420918311,0.622092472123674,0.0761247522729672,8.17201309099808,3.03285614594007e-16,1.77092844211033e-15,"23387","23387","23387"
"ENSG00000160685",405.921295938792,-0.770055294977674,0.0942494260868153,-8.170397709036,3.07374468802624e-16,1.79409303810419e-15,"51043","51043","51043"
"ENSG00000198355",530.293831588468,0.782418976686244,0.0957859466065258,8.16841096638428,3.12477877439677e-16,1.82315873226681e-15,"415116","415116","415116"
"ENSG00000198646",743.850564669776,-0.639575805942746,0.0783102688126186,-8.16720227934765,3.15623435143831e-16,1.8407828203996e-15,"23054","23054","23054"
"ENSG00000119685",280.442663960765,-0.932356445122343,0.114177077734535,-8.16588113500415,3.19097364665402e-16,1.86030734194568e-15,"23093","23093","23093"
"ENSG00000142459",712.479465955641,-0.597030183233281,0.0731429944774521,-8.16250671029511,3.28142344065584e-16,1.91228227237587e-15,"115704","115704","115704"
"ENSG00000248905",1239.53782051825,-1.17858773502001,0.144393869001416,-8.16231148296507,3.28673305128515e-16,1.91461943517157e-15,"342184","342184","342184"
"ENSG00000175582",2823.22187041165,0.379295101980578,0.0464776657184915,8.16080360571276,3.32802916699279e-16,1.93790967456103e-15,"5870","5870","5870"
"ENSG00000183963",2224.45487539845,-0.476342639542312,0.0583760382702115,-8.15990008327413,3.35301844665382e-16,1.95168980516525e-15,"6525","6525","6525"
"ENSG00000109452",246.454636517739,1.00376423676907,0.123043662487088,8.15778900334995,3.41212901906269e-16,1.98531217856083e-15,"8821","8821","8821"
"ENSG00000276023",951.671811148725,-0.588003422250026,0.0720902089498073,-8.15649490847533,3.44887040405756e-16,2.00589786957381e-15,"11072","11072","11072"
"ENSG00000107937",1316.38120602036,-0.513893602294007,0.0630113321882462,-8.15557431413687,3.4752446067346e-16,2.02044004000215e-15,"23560","23560","23560"
"ENSG00000134369",5412.97883261744,0.385776770741084,0.0473182215243359,8.15281636362174,3.55545298011996e-16,2.06625654656972e-15,"89796","89796","89796"
"ENSG00000049239",1601.45954658721,-0.444676869370202,0.0545653741600478,-8.14943315638052,3.65634068506709e-16,2.12405002035943e-15,"9563","9563","9563"
"ENSG00000162430",3488.25103092595,0.395447610874502,0.0485527288156547,8.14470412931763,3.80210438293009e-16,2.20785714718769e-15,"57190","57190","57190"
"ENSG00000140740",1713.38510259456,-0.439364990887993,0.0539677027208475,-8.14125798833139,3.91191829661231e-16,2.27073067567831e-15,"7385","7385","7385"
"ENSG00000196072",648.086324026136,-0.679635931627525,0.0834864266775558,-8.14067578017728,3.93077696953061e-16,2.28077917232056e-15,"282991","282991","282991"
"ENSG00000069275",4925.0593030549,-0.365996117749159,0.0449605381237491,-8.1403856141978,3.94020934689697e-16,2.28535243426082e-15,"64710","64710","64710"
"ENSG00000162923",3368.66218490982,0.364402485273835,0.0447675333588133,8.13988303427702,3.95659943566001e-16,2.29395603787401e-15,"80232","80232","80232"
"ENSG00000176407",978.677098425673,-0.531923629575624,0.0654388450381711,-8.12856078473494,4.34417270872799e-16,2.51767272438982e-15,"56888","56888","56888"
"ENSG00000095564",1012.81438630068,0.533242403251647,0.0656092695602846,8.12754671444226,4.38065825793203e-16,2.53782002379726e-15,"9044","9044","9044"
"ENSG00000003402",964.677821439405,0.546422720419265,0.0672783492467766,8.12182115846793,4.5923971886492e-16,2.65944006940322e-15,"8837","8837","8837"
"ENSG00000177058",309.201053549338,0.887863171105327,0.109328617130161,8.12105004537174,4.62167393022866e-16,2.6753429058802e-15,"153129","153129","153129"
"ENSG00000073969",1019.19647186602,-0.553844317272867,0.06823434272163,-8.11679713150224,4.78647898767973e-16,2.769655568136e-15,"4905","4905","4905"
"ENSG00000168005",571.359520836088,0.711973464768554,0.087726542899497,8.11582721986684,4.82486759389432e-16,2.79077310042443e-15,"144097","144097","144097"
"ENSG00000063660",9884.36242507103,0.354005114416085,0.043634740754364,8.11291893330844,4.94180418955346e-16,2.85728953101761e-15,"2817","2817","2817"
"ENSG00000110330",2075.73956812202,0.46949060471537,0.0579473103803223,8.10202581679786,5.40514694606714e-16,3.1239629682799e-15,"329","329","329"
"ENSG00000118292",219.709147578939,1.04869292050354,0.129469075090094,8.09994911737638,5.49821794153452e-16,3.17650866414487e-15,"79630","79630","79630"
"ENSG00000163545",295.071463812346,-0.951894517970944,0.117536121812675,-8.09874022802997,5.55312182306206e-16,3.20697137258184e-15,"81788","81788","81788"
"ENSG00000100522",842.22372596345,-0.571546129563076,0.0705769383159976,-8.09819954223665,5.57785255613622e-16,3.21999181246908e-15,"64841","64841","64841"
"ENSG00000181274",110.566500107895,1.47078807887104,0.181662703661213,8.09625778560443,5.66756570132452e-16,3.27050052099141e-15,"23401","23401","23401"
"ENSG00000143862",675.598795849759,0.63597705181822,0.0785715073903002,8.09424526704107,5.76204864640706e-16,3.32372105482377e-15,"127829","127829","127829"
"ENSG00000231500",11934.3442920573,-0.317537384766279,0.0392302517687197,-8.09419696407526,5.76433532436652e-16,3.32373920228927e-15,"6222","6222","6222"
"ENSG00000160072",423.792449298593,-0.791803457110144,0.0978592141321848,-8.09125092748654,5.90550517275488e-16,3.40380661853975e-15,"83858","83858","83858"
"ENSG00000072133",310.316957434547,0.911039696114893,0.11267284785027,8.08570754620106,6.18043313082718e-16,3.56087660211614e-15,"27330","27330","27330"
"ENSG00000119969",136.484017510997,-1.34095011436928,0.165884595062228,-8.08363256314579,6.28655516765144e-16,3.62060375384318e-15,"3070","3070","3070"
"ENSG00000124155",2139.08399957325,0.429650764995962,0.0531687410026427,8.08089032942508,6.42956137838871e-16,3.70151857791769e-15,"51604","51604","51604"
"ENSG00000173264",524.651424657508,0.698481591418835,0.0864437565687449,8.08018553501158,6.4668308933128e-16,3.72152103497244e-15,"56834","56834","56834"
"ENSG00000144366",638.021237192912,0.660893579831161,0.0817974447289315,8.07963600845107,6.49603746477517e-16,3.73686963918253e-15,"51454","51454","51454"
"ENSG00000112852",50.949124547636,2.45351155593805,0.303736915381822,8.07775226417173,6.59714570184469e-16,3.79355182808377e-15,"56133","56133","56133"
"ENSG00000143367",361.798834423048,-0.882868809323245,0.109343615981196,-8.07426022452994,6.78869598065508e-16,3.9021763402065e-15,"7286","7286","7286"
"ENSG00000164754",2051.55609187451,-0.420884016607434,0.052127817189176,-8.07407713006691,6.79888914407168e-16,3.9065118208705e-15,"5885","5885","5885"
"ENSG00000088888",2403.61060801318,-0.418227596267383,0.0518416693452464,-8.06740217955061,7.18096979046964e-16,4.12444009243732e-15,"57506","57506","57506"
"ENSG00000144840",213.76707314885,-1.08006597236992,0.133905487969169,-8.06588280099917,7.27085354046103e-16,4.1744386240481e-15,"285282","285282","285282"
"ENSG00000120686",2023.21092524529,0.437415168800807,0.0542454792008952,8.06362438390236,7.40650959338536e-16,4.25066738268355e-15,"51569","51569","51569"
"ENSG00000071282",166.652902074368,-1.18154492485028,0.146556907004291,-8.06202142909361,7.50430416386332e-16,4.30511618400224e-15,"29995","29995","29995"
"ENSG00000144445",131.383992480882,1.40696820673824,0.174553911746536,8.06036480454966,7.60670986060316e-16,4.3621669231739e-15,"151050","151050","151050"
"ENSG00000160957",185.177124942723,-1.12839939691928,0.140113981047909,-8.05343898217732,8.04995395023162e-16,4.61455547718839e-15,"9401","9401","9401"
"ENSG00000185404",269.584228604384,-0.938827617793342,0.116627159720702,-8.0498197850453,8.29160368968115e-16,4.75123076121776e-15,"93349","93349","93349"
"ENSG00000163291",545.548992652347,0.742518080364324,0.0922764545194304,8.04666893880252,8.50779180362854e-16,4.8732155305821e-15,"152559","152559","152559"
"ENSG00000110046",718.716294747929,0.673964245102702,0.083773938632795,8.04503472203783,8.62209734329493e-16,4.93677042134735e-15,"23130","23130","23130"
"ENSG00000161638",15748.0145777201,-0.327581650116373,0.0407312812836994,-8.04250786599908,8.80182355106829e-16,5.03771943672405e-15,"3678","3678","3678"
"ENSG00000065413",235.571887340228,0.980853802338171,0.121985128703454,8.04076540118779,8.92790384852997e-16,5.10789778414731e-15,"91526","91526","91526"
"ENSG00000242247",1223.64864947423,-0.52452849606972,0.0652476065568585,-8.03904577883071,9.05407530344453e-16,5.1780737998512e-15,"26286","26286","26286"
"ENSG00000175899",287.430077187106,0.899044291980532,0.111842514903976,8.03848422715115,9.09565650227407e-16,5.19983652174225e-15,"2","2","2"
"ENSG00000198715",636.990570352512,0.635597119458458,0.0790945471524803,8.03591577853199,9.28825308180905e-16,5.30788188909274e-15,"112770","112770","112770"
"ENSG00000084092",464.900849464893,0.754589748026573,0.093981753577857,8.02910904829468,9.81830596771774e-16,5.60861214543504e-15,"84273","84273","84273"
"ENSG00000169230",890.861235570296,-0.553292621217149,0.0689165852195908,-8.02843930026679,9.87204342223583e-16,5.63712421375094e-15,"27166","27166","27166"
"ENSG00000178035",1461.43235803224,-0.461837793792777,0.0575306824596489,-8.02767799802658,9.93347868561291e-16,5.67000808940988e-15,"3615","3615","3615"
"ENSG00000100284",808.131941527458,0.561912374996848,0.0700132763391859,8.02579745410871,1.00868529754876e-15,5.75532478330374e-15,"10043","10043","10043"
"ENSG00000154174",1377.85918604475,-0.466947136309845,0.0581927491321629,-8.02414636313797,1.02234351621372e-15,5.83099796515397e-15,"9868","9868","9868"
"ENSG00000144224",2423.37998564492,0.430158520343367,0.0536233368745638,8.02185289866608,1.04161836233066e-15,5.93863498028209e-15,"23190","23190","23190"
"ENSG00000005483",1207.58638822184,0.517862335301704,0.064573078426871,8.01978700594526,1.05928684468697e-15,6.03703384261275e-15,"55904","55904","55904"
"ENSG00000115464",1907.80782118233,-0.484599143955623,0.0604277000724667,-8.01948681439932,1.06187867075518e-15,6.04946573235012e-15,"9736","9736","9736"
"ENSG00000080546",376.458797716447,0.796178025540449,0.0992861630230481,8.01902300681743,1.06589543009068e-15,6.07000264632011e-15,"27244","27244","27244"
"ENSG00000111737",981.357753676739,-0.542114667778755,0.0676394185054806,-8.01477422126018,1.10339517495373e-15,6.28112711026191e-15,"11021","11021","11021"
"ENSG00000114439",1032.75203493786,-0.600922376121303,0.074986962676864,-8.01369137607047,1.11315833836352e-15,6.33425775706625e-15,"56987","56987","56987"
"ENSG00000107833",284.810843345848,-0.898517472978523,0.112154729854623,-8.01140954236347,1.13401129409739e-15,6.45042780872535e-15,"10360","10360","10360"
"ENSG00000068001",765.265891848195,0.591632626951461,0.0738622049413808,8.00995079176147,1.14754350168255e-15,6.52488276535394e-15,"8692","8692","8692"
"ENSG00000137975",33.5214982464307,3.78953533144022,0.473173305309943,8.00876822279304,1.1586303329033e-15,6.58538135222865e-15,"9635","9635","9635"
"ENSG00000163399",5627.86774445314,0.337183381003057,0.0421027029243697,8.00859226564977,1.1602889607777e-15,6.59226626983105e-15,"476","476","476"
"ENSG00000123091",2727.75350625151,0.376810478520094,0.0470623207954366,8.00662764078202,1.17896773726945e-15,6.69580983116651e-15,"26994","26994","26994"
"ENSG00000093000",1394.70802424054,0.461161581034211,0.0576084732706055,8.00509985515477,1.19369769539332e-15,6.77685540628147e-15,"10762","10762","10762"
"ENSG00000117751",508.748918462701,-0.693907913672953,0.0866841327373894,-8.00501650948224,1.19450645643459e-15,6.77883563917328e-15,"5511","5511","5511"
"ENSG00000155660",5710.82255250951,0.358243582489761,0.0447529059190029,8.00492337052115,1.19541088721888e-15,6.78135706537022e-15,"9601","9601","9601"
"ENSG00000164961",1007.10246078573,-0.561584071404419,0.070189964997239,-8.00091681804528,1.23496198034552e-15,7.0030279593429e-15,"9897","9897","9897"
"ENSG00000078808",4600.33028600984,0.386628861206269,0.0483324364781583,7.99936625129563,1.25061211584893e-15,7.08904667822366e-15,"51150","51150","51150"
"ENSG00000221978",1362.3522672541,0.487093287454534,0.0609097051687454,7.99697332477775,1.27514850257954e-15,7.22535126144456e-15,"81669","81669","81669"
"ENSG00000187325",336.545862876168,-0.815482913084101,0.101983313070951,-7.99623868383998,1.28277599576731e-15,7.26577733498026e-15,"51616","51616","51616"
"ENSG00000105974",16393.3482636481,-0.395550228398766,0.0494716605645423,-7.99549123447592,1.29058259606836e-15,7.30718643905321e-15,"857","857","857"
"ENSG00000188191",214.774116659872,-1.02146558532127,0.127784337886883,-7.99366809902392,1.30982082762177e-15,7.41326396216961e-15,"5575","5575","5575"
"ENSG00000079739",671.121408458518,-0.6475485775846,0.0810093897036029,-7.99350025909157,1.31160605638346e-15,7.42051825680595e-15,"5236","5236","5236"
"ENSG00000080345",1344.32149975832,0.482326332578058,0.0603648868772203,7.99018034373343,1.34741499344739e-15,7.6201850243391e-15,"55183","55183","55183"
"ENSG00000179242",167.930088489089,-1.17493266927913,0.147057181072499,-7.98963138495012,1.35342818744489e-15,7.65125608997424e-15,"1002","1002","1002"
"ENSG00000101134",56.465839686757,-2.09400162374894,0.262199241903739,-7.98629930637905,1.39049845448441e-15,7.85780913427576e-15,"55816","55816","55816"
"ENSG00000101294",3981.39961899509,0.371721700865903,0.0465618528996645,7.98339579971015,1.42361493524843e-15,8.04186926626727e-15,"81502","81502","81502"
"ENSG00000180884",80.527491299826,1.71470100805301,0.214888942052026,7.97947531259134,1.46956633640117e-15,8.2982638566592e-15,"126375","126375","126375"
"ENSG00000177485",574.022614029074,0.662563638723795,0.0831360371399727,7.96963220183643,1.59147299964941e-15,8.98319765179355e-15,"10009","10009","10009"
"ENSG00000040531",314.283640087239,0.850905381154318,0.106790228683964,7.96800785652865,1.61252615468664e-15,9.09854918367983e-15,"1497","1497","1497"
"ENSG00000185880",126.037000510854,-1.39864201424205,0.17553566010202,-7.96785116727374,1.61457145381089e-15,9.1066031711691e-15,"140691","140691","140691"
"ENSG00000167815",1945.79373615304,0.429126013925165,0.0538634516380178,7.96692378366409,1.62672921453319e-15,9.17166609173304e-15,"7001","7001","7001"
"ENSG00000133226",1100.64917620826,-0.517840234188089,0.0650147238843137,-7.96496859864431,1.65265739583718e-15,9.3142886041485e-15,"10250","10250","10250"
"ENSG00000164543",2218.0654780627,0.431952228787932,0.054232826712621,7.964774380595,1.65525508542978e-15,9.32536293924469e-15,"9263","9263","9263"
"ENSG00000119397",141.343584924317,-1.23920183284801,0.155639807315719,-7.96198513876502,1.69300814383506e-15,9.53441116692438e-15,"11064","11064","11064"
"ENSG00000116237",2331.28583130502,-0.385174947403813,0.048403699836497,-7.95755177196985,1.75476706715897e-15,9.87844042619898e-15,"23463","23463","23463"
"ENSG00000108091",1529.71892978585,-0.48447597143447,0.0609365331559564,-7.95050105975898,1.85758651713047e-15,1.04532684572237e-14,"8030","8030","8030"
"ENSG00000157514",274.65576175747,0.922744808604749,0.116161055172877,7.94366758490159,1.9628919140023e-15,1.10416416139565e-14,"1831","1831","1831"
"ENSG00000014919",414.911805808995,-0.746742781555395,0.0940428709347708,-7.9404507128812,2.01447890410809e-15,1.13275048030313e-14,"1355","1355","1355"
"ENSG00000158195",2245.86641260476,-0.422965239988504,0.0532742925849473,-7.93938726289185,2.03182468895683e-15,1.14206835491402e-14,"10163","10163","10163"
"ENSG00000062725",907.730820606392,-0.524004093825633,0.0660023431082226,-7.93917411335587,2.03531899543886e-15,1.14359631546999e-14,"10513","10513","10513"
"ENSG00000103194",1224.22708124291,-0.483850084325319,0.0609602882189379,-7.93713577251439,2.06903524800022e-15,1.16209761756964e-14,"9100","9100","9100"
"ENSG00000122958",1199.00683954297,0.485815757738707,0.0612540881404864,7.93115647439705,2.17114448196542e-15,1.21898390000786e-14,"9559","9559","9559"
"ENSG00000086991",148.707836671789,1.33582598446749,0.168485262606935,7.92844408940313,2.21908524165718e-15,1.24542567751499e-14,"50507","50507","50507"
"ENSG00000184232",1350.77302469386,0.530168656553953,0.0668749255959354,7.92776443232673,2.23126043732115e-15,1.25178212125006e-14,"220323","220323","220323"
"ENSG00000180182",764.096473708701,-0.577376359535559,0.0728409750551331,-7.92653254708006,2.25349600335175e-15,1.26377565058592e-14,"9282","9282","9282"
"ENSG00000132024",342.306857494818,-0.81149682958575,0.102391575425552,-7.92542576098736,2.27365953938094e-15,1.27459848959286e-14,"54862","54862","54862"
"ENSG00000213676",1334.2088111211,0.470628357547681,0.0593901300594993,7.92435303772171,2.29337203111265e-15,1.28516034199765e-14,"1388","1388","1388"
"ENSG00000168763",221.098658746296,1.03475164226328,0.130609130112759,7.92250619363248,2.32770491709329e-15,1.30390403147552e-14,"26505","26505","26505"
"ENSG00000198176",1857.81192969412,-0.425923456083096,0.0537803941854522,-7.91967895613361,2.38124614125536e-15,1.33338927164976e-14,"7027","7027","7027"
"ENSG00000163660",828.370773559845,0.627530071895846,0.0792382424625559,7.91953547168068,2.38399549887709e-15,1.33442178740792e-14,"57018","57018","57018"
"ENSG00000083750",200.472120616443,1.07456428871039,0.135739958058197,7.91634463486192,2.44595042227709e-15,1.36858076399088e-14,"10325","10325","10325"
"ENSG00000088930",2227.6682309524,0.409795923093381,0.0517734312092476,7.91517798843869,2.46899621664045e-15,1.38095128048755e-14,"22803","22803","22803"
"ENSG00000092871",143.891614341283,-1.31091126698373,0.16566089577436,-7.9132209255301,2.50813693006027e-15,1.4023111561164e-14,"117584","117584","117584"
"ENSG00000214114",169.43306184571,-1.14991677038662,0.14532437505073,-7.91275909485388,2.51746215588507e-15,1.40699117381244e-14,"26292","26292","26292"
"ENSG00000108784",646.576376914019,0.619271389956361,0.0783274825064543,7.90618273612116,2.65401505762429e-15,1.4827473055067e-14,"4669","4669","4669"
"ENSG00000096384",16997.9666678501,-0.267720892967237,0.0338795316013796,-7.90214268949148,2.74149320248347e-15,1.53103928829865e-14,"3326","3326","3326"
"ENSG00000132155",1804.40982784607,-0.444174165859996,0.0562379874124593,-7.89811631419781,2.83149863163088e-15,1.58070556185515e-14,"5894","5894","5894"
"ENSG00000163607",133.448419820879,-1.27194121847442,0.161077927580159,-7.89643396573657,2.86996197517085e-15,1.60157135895751e-14,"29083","29083","29083"
"ENSG00000105229",478.665145523384,0.768587745476075,0.0973466622013388,7.89536824474198,2.89459313678995e-15,1.61470528576875e-14,"51588","51588","51588"
"ENSG00000099901",1268.73245667889,-0.475804200093224,0.0602979534721651,-7.89088472650844,3.00051710818397e-15,1.67316008855147e-14,"5902","5902","5902"
"ENSG00000107643",656.690288543304,0.638787709038935,0.0809881033934801,7.88742645244314,3.08481840435594e-15,1.71951791389553e-14,"5599","5599","5599"
"ENSG00000147130",580.91544489319,-0.660764259047012,0.0837791815241528,-7.88697438941344,3.09600914447087e-15,1.7251033183823e-14,"9203","9203","9203"
"ENSG00000184220",182.993038255719,-1.08995679693181,0.138233033358398,-7.88492280355206,3.14730019200508e-15,1.75302003891802e-14,"84319","84319","84319"
"ENSG00000099953",85.0506371036414,1.69449097235668,0.21499934741368,7.8813772820264,3.23792020063958e-15,1.80281329493865e-14,"4320","4320","4320"
"ENSG00000162129",271.810143426395,-0.937019569762274,0.118898797856012,-7.88081617862123,3.25249498504548e-15,1.81024437649548e-14,"81570","81570","81570"
"ENSG00000134247",69.2811915256316,1.89053552625068,0.239940729801199,7.87917719437243,3.2954388879465e-15,1.83345331561176e-14,"5738","5738","5738"
"ENSG00000197601",793.691214191594,-0.555125550073563,0.0704639143342895,-7.87815373752838,3.32253767329368e-15,1.84783246147178e-14,"84188","84188","84188"
"ENSG00000156531",492.844739251049,-0.693118522884909,0.0879853864730278,-7.87765503646889,3.33582151606836e-15,1.85452046411978e-14,"84295","84295","84295"
"ENSG00000010270",1001.26701764524,0.523565736050212,0.0664914026031559,7.87418697083346,3.42965734774489e-15,1.90596870252881e-14,"83930","83930","83930"
"ENSG00000115128",558.435479771606,-0.645850018303894,0.0820289476595098,-7.87344025166242,3.45019890382487e-15,1.91666156971621e-14,"51639","51639","51639"
"ENSG00000081177",307.71926008345,-0.859397727507777,0.10916175486182,-7.87269981685097,3.47068718086594e-15,1.92731679244922e-14,"55218","55218","55218"
"ENSG00000173846",643.864497805268,0.616847222508051,0.0783733062551207,7.87062906980205,3.52862409988178e-15,1.95875186380631e-14,"1263","1263","1263"
"ENSG00000064652",199.371912441142,-1.04419884668245,0.132683684266587,-7.86983608764175,3.55106200369424e-15,1.97046505310413e-14,"28966","28966","28966"
"ENSG00000161533",711.021913421198,-0.579358282200034,0.0736270033182393,-7.86882877326765,3.57976722179024e-15,1.98564581538369e-14,"51","51","51"
"ENSG00000184545",79.0773526381325,-1.68509502615714,0.214203163814487,-7.86680736245582,3.6380618836579e-15,2.01722182247367e-14,"1850","1850","1850"
"ENSG00000137273",409.244866461194,0.75017201288089,0.0953622924465819,7.86654760109827,3.64562048365355e-15,2.02065267725032e-14,"2295","2295","2295"
"ENSG00000066654",542.284790092849,-0.642350225299661,0.0816803957977106,-7.86419089949691,3.714906660668e-15,2.05828174304229e-14,"55623","55623","55623"
"ENSG00000100226",747.000010466541,-0.578561625029634,0.0735733085663965,-7.86374347304918,3.72820650697086e-15,2.06487438931742e-14,"9567","9567","9567"
"ENSG00000105552",253.033975466863,-0.935389010280722,0.119018658861044,-7.85917955413024,3.86657645945147e-15,2.14070638089391e-14,"587","587","587"
"ENSG00000026103",910.236347170872,0.529737723526444,0.0674075576599142,7.85872893065027,3.88050975752532e-15,2.14761369907653e-14,"355","355","355"
"ENSG00000145014",399.406343129374,0.762628283316604,0.0971133817019807,7.85296804571115,4.06305213685655e-15,2.24779513487207e-14,"93109","93109","93109"
"ENSG00000131828",702.295535502067,-0.596701415346402,0.0759861628401192,-7.85276414867676,4.06966549808482e-15,2.25060900978514e-14,"5160","5160","5160"
"ENSG00000132356",1975.70194421031,0.431223912247124,0.0549153639452795,7.8525185169822,4.07764658974964e-15,2.25417687320818e-14,"5562","5562","5562"
"ENSG00000131435",1205.4800046179,-0.487072131910888,0.0620293803447513,-7.85228111588096,4.08537489494362e-15,2.25760236976674e-14,"8572","8572","8572"
"ENSG00000143153",418.649607467014,-0.802212705639769,0.102164007448333,-7.85220476052165,4.08786361469214e-15,2.25813095777109e-14,"481","481","481"
"ENSG00000152377",1310.91549170641,0.453767919778488,0.0577976255813049,7.85097856900997,4.12803504445094e-15,2.27946723436186e-14,"6695","6695","6695"
"ENSG00000145214",652.145866377439,0.663966238145476,0.0845852269690575,7.84967141352431,4.17128695970253e-15,2.30248791056539e-14,"1609","1609","1609"
"ENSG00000042429",651.119558744061,0.605596904346297,0.0771593248590941,7.84865478608345,4.20523386472784e-15,2.32035704598873e-14,"9440","9440","9440"
"ENSG00000214717",831.518626988133,0.566007964919367,0.0721258092987246,7.847509378718,4.24380686357281e-15,2.34076442946617e-14,"9189","9189","9189"
"ENSG00000198169",289.387398615809,0.863251077335176,0.110014268904872,7.84671921131994,4.27061954006041e-15,2.3546723075724e-14,"90987","90987","90987"
"ENSG00000065427",2047.50873101933,-0.406921164129184,0.0518724825648362,-7.84464409661842,4.34183087677805e-15,2.39304051839771e-14,"3735","3735","3735"
"ENSG00000089157",17764.8419387296,-0.258587581697338,0.0329761383576782,-7.84165747039717,4.44637872279292e-15,2.44974690155223e-14,"6175","6175","6175"
"ENSG00000157014",380.582935060176,-0.779839130834888,0.0994538357173045,-7.84121723622169,4.46199739556687e-15,2.45743339371691e-14,"9797","9797","9797"
"ENSG00000163071",320.145786512719,0.833457184856463,0.10630937256484,7.83992196311872,4.50826513794423e-15,2.48198773264931e-14,"132671","132671","132671"
"ENSG00000141380",1771.34758797754,0.417269066867597,0.0532576153228126,7.83491833681224,4.69147525648211e-15,2.58188806310804e-14,"6760","6760","6760"
"ENSG00000109674",36.0477220192735,-3.16666886593845,0.404205333571155,-7.83430747427533,4.71433832695127e-15,2.59350198815259e-14,"55247","55247","55247"
"ENSG00000196498",4224.85186886657,-0.327722186851435,0.0418596133654848,-7.82907820934765,4.91459864714653e-15,2.70266249483752e-14,"9612","9612","9612"
"ENSG00000004799",97.2602338299486,8.11744355045261,1.03742050531126,7.82464151122314,5.09105565468429e-15,2.79865640577162e-14,"5166","5166","5166"
"ENSG00000123219",106.266726290645,-1.43594556004147,0.18352217854032,-7.82437071891007,5.10202532400153e-15,2.80364091070599e-14,"64105","64105","64105"
"ENSG00000101384",851.464263768368,0.71722297886108,0.0916958094745901,7.82176397122958,5.20882064224597e-15,2.86125973259117e-14,"182","182","182"
"ENSG00000108106",1571.19305491095,-0.463069615531001,0.059212419187707,-7.82048127544057,5.26217595580885e-15,2.88949140226195e-14,"27338","27338","27338"
"ENSG00000009830",739.393375946692,0.607128728061769,0.0776367873966549,7.82011657643536,5.27744404262863e-15,2.89679591434863e-14,"29954","29954","29954"
"ENSG00000197302",242.229697358439,1.0345035616076,0.132482887754834,7.80858252064976,5.78347232283334e-15,3.1733736073685e-14,"124411","124411","124411"
"ENSG00000204267",443.303378416435,0.758543015295047,0.0971765363764113,7.80582477602255,5.91136645360317e-15,3.24234160004479e-14,"6891","6891","6891"
"ENSG00000162998",77.3526590714161,1.80814290292116,0.231651669027872,7.80543870246668,5.92949185998704e-15,3.25107332710152e-14,"2487","2487","2487"
"ENSG00000104723",2478.5707769253,0.374190702906987,0.0479473097262802,7.8042064308332,5.98771136913044e-15,3.28177352764018e-14,"7991","7991","7991"
"ENSG00000010818",815.064406488671,0.558776689345812,0.0716134330159071,7.8026798299377,6.06061745665149e-15,3.32049740059962e-14,"3097","3097","3097"
"ENSG00000136603",1062.45545202406,0.542789055453868,0.0695670194658209,7.80239055261735,6.07453065735682e-15,3.32688341984856e-14,"6498","6498","6498"
"ENSG00000100139",1102.78736268039,-0.539682434547174,0.0691732825210897,-7.80189134992452,6.09861449274222e-15,3.33883285267589e-14,"85377","85377","85377"
"ENSG00000198242",2013.11451433645,-0.413794779432886,0.0530694423647865,-7.79723247492522,6.32796011727788e-15,3.46310717446867e-14,"6147","6147","6147"
"ENSG00000101868",143.333909558511,-1.2704798846646,0.162946966989074,-7.79689188538125,6.34505567761884e-15,3.4711741119802e-14,"5422","5422","5422"
"ENSG00000175906",136.606882941677,-1.26264516875088,0.161973584521846,-7.79537708249322,6.42164208682749e-15,3.51176850002462e-14,"379","379","379"
"ENSG00000174307",2066.5461567195,0.417069815191694,0.0535087509801158,7.79442254869076,6.47036861074534e-15,3.53710284069603e-14,"23612","23612","23612"
"ENSG00000158863",1099.71654538552,0.496627278960402,0.0638133573727455,7.78249726087144,7.11067440131461e-15,3.88569222567945e-14,"64760","64760","64760"
"ENSG00000038274",1195.15938824519,0.485986663207414,0.062487614229417,7.77732786249709,7.40724577222568e-15,4.04625604859385e-14,"27430","27430","27430"
"ENSG00000164649",161.629939924617,-1.13628375423824,0.146108673827051,-7.77697671517613,7.42782715792047e-15,4.05599542991597e-14,"55536","55536","55536"
